Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (G),Total velocity (ft/s),Total acceleration (G),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (ft/s),Lateral acceleration (G),Latitude (°),Longitude (°),Gravitational acceleration (G),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (lb·ft²),Rotational moment of inertia (lb·ft²),CP location (in),CG location (in),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (G),Reference length (in),Reference area (in²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (ft/s),Air temperature (°F),Air pressure (mbar),Speed of sound (ft/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
10.192,910.956,-52.589,0.315,60.908,0.691,27.142,-0.001,27.142,-0.002,30.728,0.614,28.61,-80.6,0.998,144.567,-4.377e-8,0.075,2.376e-6,615.419,47.7,1.991,0.024,35.357,26.546,2.937,0.052,1.346e6,0,-0.572,0.696,-0.664,0.301,0.274,0.12,10.138,-1.329,1.225e-4,0,0,0,0,0.305,2.514e-4,3,7.069,28.818,0.015,5.363,55.751,980.685,1113.173,0.014,0.224
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=10.193 seconds
10.195,910.825,-52.563,0.317,60.911,0.69,27.065,-0.001,27.065,-0.002,30.777,0.613,28.61,-80.6,0.998,144.55,-4.399e-8,0.075,2.07e-6,615.419,47.7,1.991,0.024,35.353,26.546,2.936,0.052,1.346e6,0,-0.572,0.696,-0.664,0.301,0.274,0.12,10.144,-1.334,-1.537e-4,0,0,0,0,0.301,2.514e-4,3,7.069,28.75,0.015,5.368,55.752,980.69,1113.174,0.003,0.224
10.196,910.773,-52.119,13.807,57.883,15.552,27.035,-0.001,27.035,-0.002,30.547,7.157,28.61,-80.6,0.998,NaN,NaN,NaN,NaN,615.419,47.7,NaN,NaN,NaN,NaN,NaN,0.052,1.334e6,0,99.244,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.514e-4,NaN,NaN,NaN,NaN,5.368,55.752,980.69,1113.174,0.001,0.225
10.196,910.721,-51.683,13.556,57.391,15.271,27.004,-0.001,27.004,-0.002,30.321,7.031,28.61,-80.6,0.998,NaN,NaN,NaN,NaN,615.419,47.7,NaN,NaN,NaN,NaN,NaN,0.052,1.323e6,0,97.549,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.494e-4,NaN,NaN,NaN,NaN,5.369,55.752,980.692,1113.174,0.001,0.225
10.197,910.669,-51.255,13.311,56.908,14.997,26.974,-0.001,26.974,-0.002,30.099,6.908,28.61,-80.6,0.998,NaN,NaN,NaN,NaN,615.419,47.7,NaN,NaN,NaN,NaN,NaN,0.052,1.312e6,0,95.898,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.474e-4,NaN,NaN,NaN,NaN,5.371,55.752,980.694,1113.174,0.001,0.225
10.198,910.618,-50.834,13.073,56.433,14.731,26.944,-0.001,26.944,-0.002,29.88,6.789,28.61,-80.6,0.998,NaN,NaN,NaN,NaN,615.419,47.7,NaN,NaN,NaN,NaN,NaN,0.051,1.301e6,0,94.291,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.454e-4,NaN,NaN,NaN,NaN,5.373,55.752,980.695,1113.174,0.001,0.225
10.199,910.568,-50.421,12.841,55.967,14.471,26.914,-0.001,26.914,-0.002,29.666,6.672,28.61,-80.6,0.998,NaN,NaN,NaN,NaN,615.419,47.7,NaN,NaN,NaN,NaN,NaN,0.051,1.29e6,0,92.725,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.434e-4,NaN,NaN,NaN,NaN,5.374,55.753,980.697,1113.175,0.001,0.225
10.2,910.517,-50.015,12.616,55.509,14.219,26.885,-0.001,26.885,-0.002,29.455,6.558,28.61,-80.6,0.998,NaN,NaN,NaN,NaN,615.419,47.7,NaN,NaN,NaN,NaN,NaN,0.05,1.28e6,0,91.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.415e-4,NaN,NaN,NaN,NaN,5.376,55.753,980.699,1113.175,0.001,0.225
10.201,910.468,-49.616,12.395,55.059,13.972,26.855,-0.001,26.855,-0.002,29.247,6.448,28.61,-80.6,0.998,NaN,NaN,NaN,NaN,615.419,47.7,NaN,NaN,NaN,NaN,NaN,0.05,1.269e6,0,89.712,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.397e-4,NaN,NaN,NaN,NaN,5.379,55.753,980.701,1113.175,0.001,0.226
10.202,910.418,-49.224,12.181,54.616,13.732,26.826,-0.001,26.826,-0.002,29.043,6.339,28.61,-80.6,0.998,NaN,NaN,NaN,NaN,615.419,47.7,NaN,NaN,NaN,NaN,NaN,0.049,1.259e6,0,88.261,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.378e-4,NaN,NaN,NaN,NaN,5.382,55.753,980.703,1113.175,0.001,0.226
10.203,910.369,-48.839,11.972,54.181,13.497,26.797,-0.001,26.797,-0.002,28.843,6.234,28.61,-80.6,0.998,NaN,NaN,NaN,NaN,615.419,47.7,NaN,NaN,NaN,NaN,NaN,0.049,1.249e6,0,86.847,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.36e-4,NaN,NaN,NaN,NaN,5.385,55.753,980.704,1113.175,0.001,0.226
10.204,910.32,-48.461,11.767,53.752,13.269,26.769,-0.001,26.769,-0.002,28.645,6.131,28.61,-80.6,0.998,NaN,NaN,NaN,NaN,615.419,47.7,NaN,NaN,NaN,NaN,NaN,0.049,1.239e6,0,85.467,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.342e-4,NaN,NaN,NaN,NaN,5.389,55.753,980.706,1113.176,0.001,0.226
10.205,910.272,-48.088,11.568,53.331,13.046,26.74,-0.001,26.74,-0.002,28.451,6.03,28.61,-80.6,0.998,NaN,NaN,NaN,NaN,615.419,47.7,NaN,NaN,NaN,NaN,NaN,0.048,1.229e6,0,84.122,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.325e-4,NaN,NaN,NaN,NaN,5.392,55.754,980.708,1113.176,0.001,0.226
10.206,910.224,-47.723,11.374,52.918,12.828,26.712,-0.001,26.712,-0.002,28.261,5.932,28.61,-80.6,0.998,NaN,NaN,NaN,NaN,615.419,47.7,NaN,NaN,NaN,NaN,NaN,0.048,1.22e6,0,82.81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.308e-4,NaN,NaN,NaN,NaN,5.395,55.754,980.71,1113.176,0.001,0.226
10.207,910.177,-47.363,11.185,52.51,12.616,26.684,-0.001,26.684,-0.002,28.073,5.837,28.61,-80.6,0.998,NaN,NaN,NaN,NaN,615.419,47.7,NaN,NaN,NaN,NaN,NaN,0.048,1.211e6,0,81.53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.291e-4,NaN,NaN,NaN,NaN,5.398,55.754,980.711,1113.176,0.001,0.226
10.208,910.13,-47.009,11,52.11,12.409,26.656,-0.001,26.656,-0.002,27.888,5.743,28.61,-80.6,0.998,NaN,NaN,NaN,NaN,615.419,47.7,NaN,NaN,NaN,NaN,NaN,0.047,1.201e6,0,80.28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.274e-4,NaN,NaN,NaN,NaN,5.402,55.754,980.713,1113.176,0.001,0.227
10.209,910.083,-46.661,10.819,51.716,12.207,26.628,-0.001,26.628,-0.002,27.706,5.652,28.61,-80.6,0.998,NaN,NaN,NaN,NaN,615.419,47.7,NaN,NaN,NaN,NaN,NaN,0.047,1.192e6,0,79.061,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.258e-4,NaN,NaN,NaN,NaN,5.405,55.754,980.715,1113.176,0.001,0.227
10.21,910.036,-46.318,10.643,51.329,12.01,26.6,-0.001,26.6,-0.002,27.527,5.563,28.61,-80.6,0.998,NaN,NaN,NaN,NaN,615.419,47.7,NaN,NaN,NaN,NaN,NaN,0.046,1.183e6,0,77.87,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.242e-4,NaN,NaN,NaN,NaN,5.408,55.754,980.716,1113.177,0.001,0.227
10.211,909.99,-45.981,10.471,50.947,11.817,26.573,-0.001,26.573,-0.002,27.351,5.477,28.61,-80.6,0.998,NaN,NaN,NaN,NaN,615.419,47.7,NaN,NaN,NaN,NaN,NaN,0.046,1.175e6,0,76.707,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.226e-4,NaN,NaN,NaN,NaN,5.411,55.755,980.718,1113.177,0.001,0.227
10.212,909.944,-45.65,10.303,50.572,11.629,26.545,-0.001,26.545,-0.002,27.177,5.392,28.61,-80.6,0.998,NaN,NaN,NaN,NaN,615.419,47.7,NaN,NaN,NaN,NaN,NaN,0.046,1.166e6,0,75.572,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.21e-4,NaN,NaN,NaN,NaN,5.415,55.755,980.72,1113.177,0.001,0.227
10.213,909.899,-45.324,10.139,50.203,11.445,26.518,-0.001,26.518,-0.002,27.007,5.309,28.61,-80.6,0.998,NaN,NaN,NaN,NaN,615.419,47.7,NaN,NaN,NaN,NaN,NaN,0.045,1.157e6,0,74.463,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.195e-4,NaN,NaN,NaN,NaN,5.418,55.755,980.721,1113.177,0.001,0.227
10.214,909.854,-45.003,9.979,49.839,11.265,26.491,-0.001,26.491,-0.003,26.838,5.228,28.61,-80.6,0.998,NaN,NaN,NaN,NaN,615.419,47.7,NaN,NaN,NaN,NaN,NaN,0.045,1.149e6,0,73.379,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.18e-4,NaN,NaN,NaN,NaN,5.421,55.755,980.723,1113.177,0.001,0.227
10.215,909.809,-44.686,9.822,49.481,11.09,26.465,-0.001,26.465,-0.003,26.673,5.149,28.61,-80.6,0.998,NaN,NaN,NaN,NaN,615.419,47.7,NaN,NaN,NaN,NaN,NaN,0.045,1.141e6,0,72.32,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.165e-4,NaN,NaN,NaN,NaN,5.425,55.755,980.725,1113.178,0.001,0.227
10.216,909.764,-44.375,9.669,49.129,10.918,26.438,-0.001,26.438,-0.003,26.51,5.072,28.61,-80.6,0.998,NaN,NaN,NaN,NaN,615.419,47.7,NaN,NaN,NaN,NaN,NaN,0.044,1.133e6,0,71.285,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.15e-4,NaN,NaN,NaN,NaN,5.428,55.755,980.726,1113.178,0.001,0.228
10.217,909.72,-44.069,9.519,48.782,10.751,26.412,-0.001,26.412,-0.003,26.349,4.996,28.61,-80.6,0.998,NaN,NaN,NaN,NaN,615.419,47.7,NaN,NaN,NaN,NaN,NaN,0.044,1.125e6,0,70.273,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.136e-4,NaN,NaN,NaN,NaN,5.431,55.756,980.728,1113.178,0.001,0.228
10.218,909.676,-43.768,9.373,48.44,10.587,26.385,-0.001,26.385,-0.003,26.19,4.922,28.61,-80.6,0.998,NaN,NaN,NaN,NaN,615.419,47.7,NaN,NaN,NaN,NaN,NaN,0.044,1.117e6,0,69.284,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.122e-4,NaN,NaN,NaN,NaN,5.434,55.756,980.729,1113.178,0.001,0.228
10.219,909.632,-43.471,9.23,48.103,10.426,26.359,-0.001,26.359,-0.003,26.034,4.85,28.61,-80.6,0.998,NaN,NaN,NaN,NaN,615.419,47.7,NaN,NaN,NaN,NaN,NaN,0.044,1.109e6,0,68.317,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.108e-4,NaN,NaN,NaN,NaN,5.438,55.756,980.731,1113.178,0.001,0.228
10.22,909.589,-43.178,9.09,47.772,10.27,26.333,-0.001,26.333,-0.003,25.881,4.779,28.61,-80.6,0.998,NaN,NaN,NaN,NaN,615.419,47.7,NaN,NaN,NaN,NaN,NaN,0.043,1.101e6,0,67.371,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.094e-4,NaN,NaN,NaN,NaN,5.441,55.756,980.733,1113.178,0.001,0.228
10.221,909.546,-42.89,8.953,47.445,10.116,26.307,-0.001,26.307,-0.003,25.729,4.71,28.61,-80.6,0.998,NaN,NaN,NaN,NaN,615.419,47.7,NaN,NaN,NaN,NaN,NaN,0.043,1.094e6,0,66.445,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.08e-4,NaN,NaN,NaN,NaN,5.444,55.756,980.734,1113.179,0.001,0.228
10.222,909.503,-42.606,8.819,47.123,9.966,26.282,-0.001,26.282,-0.003,25.58,4.643,28.61,-80.6,0.998,NaN,NaN,NaN,NaN,615.419,47.7,NaN,NaN,NaN,NaN,NaN,0.043,1.086e6,0,65.54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.067e-4,NaN,NaN,NaN,NaN,5.447,55.756,980.736,1113.179,0.001,0.229
10.223,909.461,-42.327,8.688,46.806,9.819,26.256,-0.001,26.256,-0.003,25.432,4.576,28.61,-80.6,0.998,NaN,NaN,NaN,NaN,615.419,47.7,NaN,NaN,NaN,NaN,NaN,0.042,1.079e6,0,64.654,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.054e-4,NaN,NaN,NaN,NaN,5.451,55.757,980.737,1113.179,0.001,0.229
10.224,909.419,-42.051,8.56,46.494,9.676,26.231,-0.001,26.231,-0.003,25.287,4.512,28.61,-80.6,0.998,NaN,NaN,NaN,NaN,615.419,47.7,NaN,NaN,NaN,NaN,NaN,0.042,1.072e6,0,63.787,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.041e-4,NaN,NaN,NaN,NaN,5.454,55.757,980.739,1113.179,0.001,0.229
10.225,909.377,-41.78,8.434,46.186,9.535,26.206,-0.001,26.206,-0.003,25.144,4.448,28.61,-80.6,0.998,NaN,NaN,NaN,NaN,615.419,47.7,NaN,NaN,NaN,NaN,NaN,0.042,1.065e6,0,62.938,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.028e-4,NaN,NaN,NaN,NaN,5.457,55.757,980.74,1113.179,0.001,0.229
10.226,909.335,-41.513,8.311,45.883,9.398,26.181,-0.001,26.181,-0.003,25.003,4.386,28.61,-80.6,0.998,NaN,NaN,NaN,NaN,615.419,47.7,NaN,NaN,NaN,NaN,NaN,0.041,1.058e6,0,62.108,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.016e-4,NaN,NaN,NaN,NaN,5.461,55.757,980.742,1113.179,0.001,0.23
10.227,909.294,-41.249,8.191,45.584,9.263,26.156,-0.001,26.156,-0.003,24.864,4.325,28.61,-80.6,0.998,NaN,NaN,NaN,NaN,615.419,47.7,NaN,NaN,NaN,NaN,NaN,0.041,1.051e6,0,61.294,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.003e-4,NaN,NaN,NaN,NaN,5.464,55.757,980.743,1113.18,0.001,0.23
10.228,909.253,-40.989,8.073,45.289,9.131,26.131,-0.001,26.131,-0.003,24.727,4.266,28.61,-80.6,0.998,NaN,NaN,NaN,NaN,615.419,47.7,NaN,NaN,NaN,NaN,NaN,0.041,1.044e6,0,60.498,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.991e-4,NaN,NaN,NaN,NaN,5.467,55.757,980.745,1113.18,0.001,0.23
10.229,909.212,-40.733,7.958,44.998,9.001,26.106,-0.001,26.106,-0.003,24.591,4.208,28.61,-80.6,0.998,NaN,NaN,NaN,NaN,615.419,47.7,NaN,NaN,NaN,NaN,NaN,0.041,1.037e6,0,59.718,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.979e-4,NaN,NaN,NaN,NaN,5.47,55.757,980.746,1113.18,0.001,0.23
10.23,909.171,-40.481,7.844,44.711,8.875,26.082,-0.001,26.082,-0.003,24.458,4.15,28.61,-80.6,0.998,NaN,NaN,NaN,NaN,615.419,47.7,NaN,NaN,NaN,NaN,NaN,0.04,1.031e6,0,58.954,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.967e-4,NaN,NaN,NaN,NaN,5.474,55.758,980.748,1113.18,0.001,0.23
10.231,909.131,-40.232,7.734,44.429,8.751,26.057,-0.001,26.057,-0.003,24.326,4.094,28.61,-80.6,0.998,NaN,NaN,NaN,NaN,615.419,47.7,NaN,NaN,NaN,NaN,NaN,0.04,1.024e6,0,58.205,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.955e-4,NaN,NaN,NaN,NaN,5.477,55.758,980.749,1113.18,0.001,0.231
10.232,909.091,-39.987,7.625,44.15,8.629,26.033,-0.001,26.033,-0.003,24.196,4.04,28.61,-80.6,0.998,NaN,NaN,NaN,NaN,615.419,47.7,NaN,NaN,NaN,NaN,NaN,0.04,1.018e6,0,57.472,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.944e-4,NaN,NaN,NaN,NaN,5.48,55.758,980.75,1113.18,0.001,0.231
10.233,909.051,-39.745,7.519,43.875,8.51,26.009,-0.001,26.009,-0.003,24.068,3.986,28.61,-80.6,0.998,NaN,NaN,NaN,NaN,615.419,47.7,NaN,NaN,NaN,NaN,NaN,0.04,1.012e6,0,56.753,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.933e-4,NaN,NaN,NaN,NaN,5.483,55.758,980.752,1113.181,0.001,0.231
10.234,909.011,-39.506,7.415,43.604,8.393,25.985,-0.001,25.985,-0.003,23.941,3.933,28.61,-80.6,0.998,NaN,NaN,NaN,NaN,615.419,47.7,NaN,NaN,NaN,NaN,NaN,0.039,1.005e6,0,56.049,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.921e-4,NaN,NaN,NaN,NaN,5.487,55.758,980.753,1113.181,0.001,0.231
10.235,908.972,-39.271,7.312,43.337,8.279,25.961,-0.001,25.961,-0.003,23.816,3.882,28.61,-80.6,0.998,NaN,NaN,NaN,NaN,615.419,47.7,NaN,NaN,NaN,NaN,NaN,0.039,9.991e5,0,55.358,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.91e-4,NaN,NaN,NaN,NaN,5.49,55.758,980.755,1113.181,0.001,0.232
10.236,908.933,-39.039,7.212,43.073,8.167,25.937,-0.001,25.937,-0.003,23.693,3.831,28.61,-80.6,0.998,NaN,NaN,NaN,NaN,615.419,47.7,NaN,NaN,NaN,NaN,NaN,0.039,9.93e5,0,54.682,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.899e-4,NaN,NaN,NaN,NaN,5.493,55.758,980.756,1113.181,0.001,0.232
10.237,908.894,-38.81,7.114,42.813,8.057,25.914,-0.001,25.914,-0.003,23.571,3.781,28.61,-80.6,0.998,NaN,NaN,NaN,NaN,615.419,47.7,NaN,NaN,NaN,NaN,NaN,0.039,9.87e5,0,54.018,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.889e-4,NaN,NaN,NaN,NaN,5.497,55.759,980.758,1113.181,0.001,0.232
10.238,908.855,-38.584,7.018,42.556,7.949,25.89,-0.001,25.89,-0.003,23.451,3.733,28.61,-80.6,0.998,NaN,NaN,NaN,NaN,615.419,47.7,NaN,NaN,NaN,NaN,NaN,0.038,9.811e5,0,53.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.878e-4,NaN,NaN,NaN,NaN,5.5,55.759,980.759,1113.181,0.001,0.232
10.239,908.817,-38.362,6.923,42.303,7.843,25.867,-0.001,25.867,-0.003,23.333,3.685,28.61,-80.6,0.998,NaN,NaN,NaN,NaN,615.419,47.7,NaN,NaN,NaN,NaN,NaN,0.038,9.753e5,0,52.729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.867e-4,NaN,NaN,NaN,NaN,5.503,55.759,980.76,1113.182,0.001,0.233
10.24,908.778,-38.142,6.831,42.053,7.739,25.844,-0.001,25.844,-0.003,23.216,3.638,28.61,-80.6,0.998,NaN,NaN,NaN,NaN,615.419,47.7,NaN,NaN,NaN,NaN,NaN,0.038,9.695e5,0,52.103,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.857e-4,NaN,NaN,NaN,NaN,5.506,55.759,980.762,1113.182,0.001,0.233
10.242,908.74,-37.925,6.74,41.805,7.638,25.82,-0.001,25.82,-0.003,23.1,3.592,28.61,-80.6,0.998,NaN,NaN,NaN,NaN,615.419,47.7,NaN,NaN,NaN,NaN,NaN,0.038,9.638e5,0,51.489,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.847e-4,NaN,NaN,NaN,NaN,5.51,55.759,980.763,1113.182,0.001,0.233
10.243,908.702,-37.706,6.651,41.557,7.538,25.797,-0.001,25.797,-0.003,22.983,3.547,28.61,-80.6,0.998,NaN,NaN,NaN,NaN,615.419,47.7,NaN,NaN,NaN,NaN,NaN,0.038,9.581e5,0,50.886,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.837e-4,NaN,NaN,NaN,NaN,5.513,55.759,980.764,1113.182,0.001,0.234
10.244,908.662,-37.486,6.561,41.307,7.438,25.773,-0.001,25.773,-0.003,22.866,3.502,28.61,-80.6,0.998,NaN,NaN,NaN,NaN,615.419,47.7,NaN,NaN,NaN,NaN,NaN,0.037,9.523e5,0,50.282,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.827e-4,NaN,NaN,NaN,NaN,5.516,55.759,980.766,1113.182,0.001,0.234
10.245,908.623,-37.265,6.472,41.055,7.338,25.749,-0.001,25.749,-0.003,22.748,3.457,28.61,-80.6,0.998,NaN,NaN,NaN,NaN,615.419,47.7,NaN,NaN,NaN,NaN,NaN,0.037,9.465e5,0,49.679,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.816e-4,NaN,NaN,NaN,NaN,5.52,55.76,980.767,1113.182,0.001,0.234
10.246,908.583,-37.043,6.383,40.802,7.238,25.724,-0.001,25.724,-0.003,22.629,3.412,28.61,-80.6,0.998,NaN,NaN,NaN,NaN,615.419,47.7,NaN,NaN,NaN,NaN,NaN,0.037,9.407e5,0,49.076,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.806e-4,NaN,NaN,NaN,NaN,5.523,55.76,980.769,1113.182,0.001,0.234
10.247,908.542,-36.82,6.294,40.548,7.138,25.699,-0.001,25.699,-0.003,22.51,3.367,28.61,-80.6,0.998,NaN,NaN,NaN,NaN,615.419,47.7,NaN,NaN,NaN,NaN,NaN,0.037,9.348e5,0,48.473,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.796e-4,NaN,NaN,NaN,NaN,5.527,55.76,980.77,1113.183,0.001,0.234
10.248,908.501,-36.595,6.204,40.292,7.038,25.674,-0.001,25.674,-0.003,22.389,3.322,28.61,-80.6,0.998,NaN,NaN,NaN,NaN,615.419,47.7,NaN,NaN,NaN,NaN,NaN,0.036,9.289e5,0,47.87,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.785e-4,NaN,NaN,NaN,NaN,5.53,55.76,980.772,1113.183,0.001,0.235
10.249,908.459,-36.369,6.115,40.034,6.938,25.648,-0.001,25.648,-0.003,22.268,3.277,28.61,-80.6,0.998,NaN,NaN,NaN,NaN,615.419,47.7,NaN,NaN,NaN,NaN,NaN,0.036,9.23e5,0,47.267,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.775e-4,NaN,NaN,NaN,NaN,5.534,55.76,980.773,1113.183,0.001,0.235
10.25,908.416,-36.141,6.026,39.775,6.838,25.622,-0.001,25.622,-0.003,22.146,3.232,28.61,-80.6,0.998,NaN,NaN,NaN,NaN,615.419,47.7,NaN,NaN,NaN,NaN,NaN,0.036,9.17e5,0,46.665,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.764e-4,NaN,NaN,NaN,NaN,5.538,55.76,980.774,1113.183,0.001,0.235
10.251,908.373,-35.912,5.937,39.514,6.738,25.596,-0.001,25.596,-0.003,22.023,3.187,28.61,-80.6,0.998,NaN,NaN,NaN,NaN,615.419,47.7,NaN,NaN,NaN,NaN,NaN,0.036,9.11e5,0,46.063,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.754e-4,NaN,NaN,NaN,NaN,5.541,55.76,980.776,1113.183,0.001,0.235
10.253,908.329,-35.681,5.848,39.252,6.639,25.569,-0.001,25.569,-0.003,21.899,3.142,28.61,-80.6,0.998,NaN,NaN,NaN,NaN,615.419,47.7,NaN,NaN,NaN,NaN,NaN,0.035,9.049e5,0,45.463,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.743e-4,NaN,NaN,NaN,NaN,5.542,55.761,980.778,1113.183,0.001,0.235
